timestamp,Ax,Ay,Az
0.0,-0.08885533,0.3491606,0.2920406
0.02,-0.08666822,0.3527503,0.2845418
0.04,-0.08796819,0.3613176,0.2828897
0.06,-0.08544769,0.3744291,0.2825882
0.08,-0.07244756,0.3860896,0.2867103
0.1,-0.07186551,0.3772002,0.2844555
0.12,-0.07719442,0.367274,0.276019
0.14,-0.08538154,0.359554,0.2676075
0.16,-0.09473339,0.3446459,0.2533847
0.18,-0.08056693,0.3409815,0.2447389
0.2,-0.06045334,0.3450156,0.2354686
0.22,-0.06333659,0.3467976,0.2236109
0.24,-0.07331418,0.3497893,0.2286178
0.26,-0.07723725,0.349357,0.2333675
0.28,-0.07904171,0.3443243,0.2276274
0.3,-0.07721458,0.3365572,0.2259423
0.32,-0.07458947,0.3283775,0.2228192
0.34,-0.07105188,0.3228346,0.2162147
0.36,-0.06627379,0.3200619,0.2118328
0.38,-0.06864204,0.3196021,0.2065559
0.4,-0.0718287,0.3168631,0.1987462
0.42,-0.07204093,0.3121679,0.1871772
0.44,-0.07052832,0.3032225,0.173806
0.46,-0.05923969,0.2855719,0.1647587
0.48,-0.05063677,0.2675074,0.159137
0.5,-0.05579309,0.2518345,0.1537944
0.52,-0.06281643,0.2444124,0.1494293
0.54,-0.06325344,0.2440378,0.1470733
0.56,-0.06048034,0.2356976,0.1501231
0.58,-0.05968795,0.2302244,0.1543094
0.6,-0.05844111,0.2293781,0.1470234
0.62,-0.0593794,0.2259161,0.1342354
0.64,-0.06176287,0.2288325,0.1256883
0.66,-0.05860526,0.2254546,0.1177973
0.68,-0.05512075,0.2158501,0.1123351
0.7000000000000001,-0.05274826,0.2126066,0.1061757
0.72,-0.05138976,0.2062967,0.1006187
0.74,-0.05161469,0.1982598,0.1022796
0.76,-0.04968977,0.1917413,0.1000901
0.78,-0.04941638,0.1879788,0.09366024
0.8,-0.05031928,0.1878383,0.08817848
0.8200000000000001,-0.0511173,0.1820161,0.08172481
0.84,-0.05308398,0.1733379,0.07844867
0.86,-0.05069616,0.1650274,0.07426658
0.88,-0.04707813,0.1562117,0.06859152
0.9,-0.04659639,0.1507769,0.06254794
0.92,-0.04372382,0.1459144,0.05498425
0.9400000000000001,-0.04013402,0.1384781,0.05355867
0.96,-0.0388732,0.130732,0.05319507
0.98,-0.03685981,0.1253178,0.05028614
1.0,-0.03640723,0.1194153,0.05042727
1.02,-0.03676428,0.114466,0.04894534
1.04,-0.03454956,0.1106065,0.04476658
1.06,-0.03364684,0.1030086,0.03780893
1.08,-0.0338156,0.1006169,0.02812326
1.1,-0.03355001,0.09974494,0.02440959
1.12,-0.03357775,0.09334658,0.02128672
1.1400000000000001,-0.03268702,0.08976853,0.01336619
1.16,-0.03292245,0.08474884,0.01439409
1.18,-0.03215758,0.07960759,0.01643479
1.2,-0.02667321,0.07488806,0.007003093
1.22,-0.02058736,0.06631409,0.001565543
1.24,-0.01863276,0.06134357,0.001116284
1.26,-0.02104376,0.05691151,-0.002740883
1.28,-0.02190997,0.05254424,-0.006332069
1.3,-0.01778113,0.04840194,-0.009862064
1.32,-0.0135718,0.04218695,-0.01226995
1.34,-0.01201113,0.04022721,-0.01087404
1.36,-0.01153635,0.03871077,-0.008147155
1.3800000000000001,-0.01110813,0.03790423,-0.009547492
1.4000000000000001,-0.01199339,0.03638701,-0.01109082
1.42,-0.01339496,0.02958347,-0.006887043
1.44,-0.01084854,0.02578881,-0.005060608
1.46,-0.006691625,0.02290179,-0.008460511
1.48,-0.006233033,0.01909081,-0.01544451
1.5,-0.008566388,0.01623673,-0.0211412
1.52,-0.01068753,0.01216821,-0.01897858
1.54,-0.009327571,0.01098731,-0.01790021
1.56,-0.007062693,0.01101459,-0.02010363
1.58,-0.008058296,0.01067702,-0.02220031
1.6,-0.008468293,0.008553194,-0.02421816
1.62,-0.007605381,0.003679136,-0.02336971
1.6400000000000001,-0.004097162,0.001219703,-0.02501562
1.6600000000000001,0.001800983,-0.002995872,-0.02697036
1.68,6.145922e-05,-0.00631494,-0.02774648
1.7,-0.0048562,-0.00614951,-0.03054256
1.72,-0.004912096,-0.01097244,-0.03011794
1.74,-0.002352727,-0.01408253,-0.03326025
1.76,0.002888622,-0.014279,-0.03687977
1.78,0.002954984,-0.0166144,-0.03432853
1.8,0.000319242,-0.01601589,-0.0363623
1.82,0.003797114,-0.01721582,-0.03596592
1.84,0.003915067,-0.02054918,-0.03334029
1.86,0.001842846,-0.0219008,-0.03592975
1.8800000000000001,0.001685119,-0.02506395,-0.03103962
1.9000000000000001,-1.78209e-05,-0.02589937,-0.02667255
1.92,0.002909913,-0.02413311,-0.03112491
1.94,0.009125428,-0.02478983,-0.03214041
1.96,0.01269454,-0.02634274,-0.03071361
1.98,0.01237903,-0.03020571,-0.02922747
2.0,0.01019636,-0.03360209,-0.02799382
2.02,0.01122351,-0.03097571,-0.0299168
2.04,0.01161772,-0.02849412,-0.03198014
2.06,0.01104781,-0.03052429,-0.03208623
2.08,0.01215179,-0.0315284,-0.0308219
2.1,0.01037885,-0.03109864,-0.03088013
2.12,0.007741231,-0.03366821,-0.03026429
2.14,0.006102031,-0.03635034,-0.02659718
2.16,0.005924036,-0.03633571,-0.02350612
2.18,0.008022977,-0.03613509,-0.02359338
2.2,0.008860526,-0.03555457,-0.02794458
2.22,0.009846586,-0.03483408,-0.02887097
2.24,0.01046936,-0.03505694,-0.02330545
2.2600000000000002,0.009823685,-0.03512038,-0.02131394
2.2800000000000002,0.009317054,-0.03491284,-0.0252791
2.3000000000000003,0.006718371,-0.03468734,-0.02912082
2.32,0.005884207,-0.03461897,-0.02688632
2.34,0.008203361,-0.03360864,-0.0235016
2.36,0.009515242,-0.03037639,-0.02280163
2.38,0.009022367,-0.02735486,-0.01898517
2.4,0.007358063,-0.02818217,-0.01814226
2.42,0.006587272,-0.02992382,-0.02074207
2.44,0.005986163,-0.02830644,-0.02005142
2.46,0.007135398,-0.02889177,-0.01972169
2.48,0.01075943,-0.0324563,-0.01870489
2.5,0.01160614,-0.03300461,-0.01782094
2.52,0.009657748,-0.03193685,-0.01795095
2.54,0.007602939,-0.03030462,-0.01618454
0.0,-0.02190997,0.05254424,-0.006332069
0.02,-0.01778113,0.04840194,-0.009862064
0.04,-0.0135718,0.04218695,-0.01226995
0.06,-0.01201113,0.04022721,-0.01087404
0.08,-0.01153635,0.03871077,-0.008147155
0.1,-0.01110813,0.03790423,-0.009547492
0.12,-0.01199339,0.03638701,-0.01109082
0.14,-0.01339496,0.02958347,-0.006887043
0.16,-0.01084854,0.02578881,-0.005060608
0.18,-0.006691625,0.02290179,-0.008460511
0.2,-0.006233033,0.01909081,-0.01544451
0.22,-0.008566388,0.01623673,-0.0211412
0.24,-0.01068753,0.01216821,-0.01897858
0.26,-0.009327571,0.01098731,-0.01790021
0.28,-0.007062693,0.01101459,-0.02010363
0.3,-0.008058296,0.01067702,-0.02220031
0.32,-0.008468293,0.008553194,-0.02421816
0.34,-0.007605381,0.003679136,-0.02336971
0.36,-0.004097162,0.001219703,-0.02501562
0.38,0.001800983,-0.002995872,-0.02697036
0.4,6.145922e-05,-0.00631494,-0.02774648
0.42,-0.0048562,-0.00614951,-0.03054256
0.44,-0.004912096,-0.01097244,-0.03011794
0.46,-0.002352727,-0.01408253,-0.03326025
0.48,0.002888622,-0.014279,-0.03687977
0.5,0.002954984,-0.0166144,-0.03432853
0.52,0.000319242,-0.01601589,-0.0363623
0.54,0.003797114,-0.01721582,-0.03596592
0.56,0.003915067,-0.02054918,-0.03334029
0.58,0.001842846,-0.0219008,-0.03592975
0.6,0.001685119,-0.02506395,-0.03103962
0.62,-1.78209e-05,-0.02589937,-0.02667255
0.64,0.002909913,-0.02413311,-0.03112491
0.66,0.009125428,-0.02478983,-0.03214041
0.68,0.01269454,-0.02634274,-0.03071361
0.7000000000000001,0.01237903,-0.03020571,-0.02922747
0.72,0.01019636,-0.03360209,-0.02799382
0.74,0.01122351,-0.03097571,-0.0299168
0.76,0.01161772,-0.02849412,-0.03198014
0.78,0.01104781,-0.03052429,-0.03208623
0.8,0.01215179,-0.0315284,-0.0308219
0.8200000000000001,0.01037885,-0.03109864,-0.03088013
0.84,0.007741231,-0.03366821,-0.03026429
0.86,0.006102031,-0.03635034,-0.02659718
0.88,0.005924036,-0.03633571,-0.02350612
0.9,0.008022977,-0.03613509,-0.02359338
0.92,0.008860526,-0.03555457,-0.02794458
0.9400000000000001,0.009846586,-0.03483408,-0.02887097
0.96,0.01046936,-0.03505694,-0.02330545
0.98,0.009823685,-0.03512038,-0.02131394
1.0,0.009317054,-0.03491284,-0.0252791
1.02,0.006718371,-0.03468734,-0.02912082
1.04,0.005884207,-0.03461897,-0.02688632
1.06,0.008203361,-0.03360864,-0.0235016
1.08,0.009515242,-0.03037639,-0.02280163
1.1,0.009022367,-0.02735486,-0.01898517
1.12,0.007358063,-0.02818217,-0.01814226
1.1400000000000001,0.006587272,-0.02992382,-0.02074207
1.16,0.005986163,-0.02830644,-0.02005142
1.18,0.007135398,-0.02889177,-0.01972169
1.2,0.01075943,-0.0324563,-0.01870489
1.22,0.01160614,-0.03300461,-0.01782094
1.24,0.009657748,-0.03193685,-0.01795095
1.26,0.007602939,-0.03030462,-0.01618454
1.28,0.008080586,-0.02949501,-0.01536316
1.3,0.008744855,-0.03087381,-0.0139672
1.32,0.006425863,-0.03073436,-0.01328604
1.34,0.005501152,-0.02711793,-0.01511524
1.36,0.004952011,-0.02312667,-0.0145502
1.3800000000000001,0.004506378,-0.02496196,-0.01172111
1.4000000000000001,0.005242516,-0.02734991,-0.008113546
1.42,0.004285187,-0.02439953,-0.006498833
1.44,0.004224035,-0.02398812,-0.005804793
1.46,0.004019344,-0.02428927,-0.0040737
1.48,0.004222833,-0.02252701,-0.006505113
1.5,0.008010101,-0.02297367,-0.01136125
1.52,0.009894762,-0.02180548,-0.01586949
1.54,0.009916441,-0.02028531,-0.01545212
1.56,0.01036702,-0.02114118,-0.009587135
1.58,0.008132399,-0.020318,-0.009971705
1.6,0.004709129,-0.01891678,-0.009213354
1.62,0.003835182,-0.01892033,-0.003620564
1.6400000000000001,0.005225012,-0.01904342,-0.005256848
1.6600000000000001,0.005722711,-0.0196887,-0.005647852
1.68,0.005215183,-0.02027489,-0.003087646
1.7,0.005793198,-0.01775161,-0.004045847
1.72,0.005629735,-0.01236797,-0.001397881
1.74,0.001619754,-0.007215445,0.003780332
1.76,-0.001665123,-0.006022732,0.005484062
1.78,0.003654676,-0.01096468,-0.0008848383
1.8,0.009560638,-0.01493549,-0.009063181
1.82,0.00647474,-0.01303963,-0.005664503
1.84,0.004294415,-0.01334045,-0.001703171
1.86,0.005789005,-0.01644586,-0.001523281
1.8800000000000001,0.004360539,-0.01384076,0.003994396
1.9000000000000001,0.004193241,-0.009722448,0.001960309
1.92,0.004112688,-0.008237439,-0.003499212
1.94,0.002043945,-0.005142755,0.0008928963
1.96,0.003010235,-0.005523111,0.001195324
1.98,0.003773534,-0.008244542,-0.001938793
2.0,0.003213248,-0.006504337,-0.001762584
2.02,0.0021036,-0.006070966,-0.001626587
2.04,-0.0009137794,-0.006128477,0.004257357
2.06,-0.0008043548,-0.004477492,0.009012694
2.08,-0.0002119677,-0.004085949,0.006889589
2.1,-0.001547462,-0.002594293,0.005785893
2.12,0.0002837207,-0.003034794,0.004517512
2.14,0.0006210653,-0.00469858,0.002780287
2.16,-0.001861483,-0.003186553,0.001976077
2.18,-0.001795582,-0.00184701,0.001799041
2.2,-0.001987654,-0.0008626741,0.004776443
2.22,-0.003997331,0.0001407646,0.008438533
2.24,-0.004676873,0.0004014904,0.007874186
2.2600000000000002,-0.002380059,0.0009276866,0.006331833
2.2800000000000002,0.0009406123,0.001923438,0.008138468
2.3000000000000003,-0.0001425316,0.003627377,0.007886942
2.32,-0.00304667,0.005065979,0.007024085
2.34,-0.002224074,0.00659311,0.0081946
2.36,-0.0007522752,0.007110581,0.005419909
2.38,0.0001141474,0.006406797,0.002532637
2.4,-0.0005131791,0.007404309,0.001280269
2.42,-0.002058747,0.00768965,0.0004898983
2.44,0.0002943738,0.007027121,0.002152657
2.46,0.002017026,0.006324181,0.003686449
2.48,9.063467e-06,0.00388806,0.005999651
2.5,-0.002695965,0.003673727,0.006199205
2.52,-0.005235771,0.004966606,0.004525318
2.54,-0.003437904,0.004423175,0.00345317
0.0,0.008080586,-0.02949501,-0.01536316
0.02,0.008744855,-0.03087381,-0.0139672
0.04,0.006425863,-0.03073436,-0.01328604
0.06,0.005501152,-0.02711793,-0.01511524
0.08,0.004952011,-0.02312667,-0.0145502
0.1,0.004506378,-0.02496196,-0.01172111
0.12,0.005242516,-0.02734991,-0.008113546
0.14,0.004285187,-0.02439953,-0.006498833
0.16,0.004224035,-0.02398812,-0.005804793
0.18,0.004019344,-0.02428927,-0.0040737
0.2,0.004222833,-0.02252701,-0.006505113
0.22,0.008010101,-0.02297367,-0.01136125
0.24,0.009894762,-0.02180548,-0.01586949
0.26,0.009916441,-0.02028531,-0.01545212
0.28,0.01036702,-0.02114118,-0.009587135
0.3,0.008132399,-0.020318,-0.009971705
0.32,0.004709129,-0.01891678,-0.009213354
0.34,0.003835182,-0.01892033,-0.003620564
0.36,0.005225012,-0.01904342,-0.005256848
0.38,0.005722711,-0.0196887,-0.005647852
0.4,0.005215183,-0.02027489,-0.003087646
0.42,0.005793198,-0.01775161,-0.004045847
0.44,0.005629735,-0.01236797,-0.001397881
0.46,0.001619754,-0.007215445,0.003780332
0.48,-0.001665123,-0.006022732,0.005484062
0.5,0.003654676,-0.01096468,-0.0008848383
0.52,0.009560638,-0.01493549,-0.009063181
0.54,0.00647474,-0.01303963,-0.005664503
0.56,0.004294415,-0.01334045,-0.001703171
0.58,0.005789005,-0.01644586,-0.001523281
0.6,0.004360539,-0.01384076,0.003994396
0.62,0.004193241,-0.009722448,0.001960309
0.64,0.004112688,-0.008237439,-0.003499212
0.66,0.002043945,-0.005142755,0.0008928963
0.68,0.003010235,-0.005523111,0.001195324
0.7000000000000001,0.003773534,-0.008244542,-0.001938793
0.72,0.003213248,-0.006504337,-0.001762584
